videoid,auto,sub
9GSdVFOD5U8,False,False
885IWTDe3qk,True,False
_--My2Yvfrw,False,False
3RpbBYUW7Y8,False,False
ODW3FJHFVQQ,True,False
NTmws-5h_sI,False,False
BjA-J5b_6I8,True,False
CFQJNTdJtWU,True,False
pmud7YTUZqs,True,False
RnPyCy7UQvg,True,False
skkKVYAXaeo,False,False
B7b8n78hTv8,True,False
PeygGKskJjM,True,False
q9SAAQWZNRw,True,False
FlF2BLI1t2s,True,False
wWudrmtnl2o,False,False
nMkJJbZTm0g,True,False
ZkvO99lswZg,False,False
a4J0sHfGI3Q,True,False
9SH03XXfZwE,True,False
y1LUkfpTtu0,False,False
tn-xAjjgVcs,False,False
VI4NZW8q6nU,True,False
Yp-SenNebbQ,True,False
-5dmPUABing,True,False
lsdygaaX214,True,False
7AXR5hkPCo0,True,False
Yoi4lYn0em8,False,False
JnIu_ko5Db4,False,False
-qdxClzxmKk,False,False
RopZVQki92I,True,False
OzhSoeFdfv8,False,False
MuE9EVfzYMc,True,False
W-g8ybc1JHg,True,False
LoXyQbYEFZc,False,False
QkkunhV5BZA,True,False
-cyMhs-e38E,False,False
60oHeCZHtvI,True,False
oqucxoKtEAs,False,False
5dmLLDyue-Y,False,False
prgkEvVQK88,False,False
sxxwI9s-OhM,True,False
Ewl4NY0Ob7M,False,False
nOQOTo8OKCk,False,False
juRVmLT-xtE,False,False
F5mk1Lq-bxY,True,False
o5dwRrKg24c,False,False
fF1LOp0ZFLU,True,False
Lgmrgq-h-qw,True,False
G3PhUbiiJ3I,False,False
0XTJ-26-4tw,False,False
q_mH9hgPO2Q,True,False
isLw3QIbTog,True,False
wbSLb-H-iQ4,False,False
tKUy_XqZPbU,False,True
JTyW7tDKKow,True,True
gPvKXPlCkOE,False,False
saqybJaFQ-w,True,True
ZRVxZpRhYyQ,True,True
DNDrxlvqq7k,True,True
_-6Oa2tsjq8,True,False
EiCylXZ07Yw,True,True
e-iAq16sACM,False,False
E9bwwzuCJyk,True,False
-vjoi8G8VxI,False,False
KxcU1Exn0TI,False,False
KYxsIutKMpc,False,False
m6zxKmnpIMU,False,False
2_ioLUUU8p4,True,False
FqxVrbtS1tU,False,False
OKeOx2sOe54,True,False
fHzbPtTGDhQ,False,False
HrF7lK6w0xw,False,False
Cq_JpOX28HI,True,False
C-pND3sCuWo,True,False
gSO8Rh9kTZA,True,False
SMAkDEOlzGk,False,False
FgWJM5HBYgo,True,False
qjU0KsOhUGw,False,False
P7cMYlIcZXQ,True,False
ZVLUGzK2h20,False,False
PIB1JhRLx0Y,True,True
AGUG_GiJqdQ,False,True
TT0A0XnuMR0,False,False
Vti1oiT7h3k,False,False
qjTLCe_mDQU,False,False
z8FHbeLtqpQ,False,False
5mRQsF7YoXo,False,False
sCghprdLpZg,False,False
fhC3MG6DpuE,False,False
4amHhPpR8LI,True,False
ljIhuqQ4tgI,False,False
4Q1KywFud5U,False,False
1SDl00Px0jQ,False,False
Ms65JBrevYU,True,False
Gylw-htvTLg,False,False
w3j2oCnK5nw,True,False
WGN2StDnnqY,False,False
TLCaB6gsZs8,False,False
QoH7puYDZ3w,False,False
LsbRXTusV6E,True,False
_T0uCPSqQzQ,False,False
sQpBfV_OTG4,False,False
PqAu_EYI-4A,True,True
chIfT-4nWK0,True,True
KkQKNw46Idk,True,True
YGXrOQ-5ztg,True,True
fyMceN6_YbM,True,True
qlmAJPrzruw,True,False
VqNeC4IVIVc,True,True
iRkZcTg1JWU,False,False
Vphdq_jje1k,True,True
L_NiIwM3qgs,False,False
EF6QVMglXAA,True,True
gXyuUFOAM2g,True,False
aOnI1pKtZEI,True,False
2exnw9bXwuA,True,False
FbprehltT28,False,False
3hnB7qHDC_4,True,False
9kGea5EAFzs,False,False
TLNZk6vhujY,False,False
EVfkp3T2-z0,False,False
K8fgPqaaJrA,True,False
2o0x26IIwF0,True,False
dg9YtJcvx0c,False,False
sVJzfhxhWbQ,False,False
LzNqIfMlyxo,False,False
XPbFLiAN9ho,False,False
2XbTVWWULDM,False,False
jMy8yMqDZPU,False,False
riz4Axf6v4k,False,False
5AZb8MJyBJU,True,False
wHX518rMuuc,True,False
mw4gY2IvqUE,True,True
TO6JerzecZo,True,True
HLJlu9VWWcg,True,True
wQuHtmbYwcc,True,True
qr1JFjjMtOk,False,True
xJlPJsb1E1w,False,True
FmJwlFdZaNo,False,True
uDLZeENAhwQ,True,True
DNBaf43x8HA,True,True
-DP1i2ZU9gk,True,False
E1OTaUfc7No,False,False
OkIqZn9hCq0,True,True
ZBe_9vTo080,True,False
KBfz86SW0l8,False,True
u2EmSKnVomM,False,False
PIRGHHH6rxk,True,False
Dbb5s8-qa9k,True,False
umYvFdU54Po,True,False
_BV2Q9Nw9lQ,False,False
ZCMVzhws3JE,False,False
FNwNYLzd9zE,False,False
5Nif37lnAn0,True,False
XeCftu_DU84,False,False
TcY8L7CUJdw,False,False
NEjZo0iUsAk,True,False
v_zuzI12kCw,False,False
tZmB47h4ds4,False,False
IMywUyXD1p4,False,False
fS80dGJoqWc,False,False
RuoWg55QDlk,True,False
jNQY76vG83o,False,False
hoxF9SbR9RU,True,False
PtgCul17UOo,False,False
0VnQKfOpd5w,False,False
20SiWr1vRtE,False,True
5uk2qp5C_B8,True,True
61E2XBooFrQ,False,True
EUztWcOF-x8,True,True
uB86i4XkF9M,True,True
A6YPTTfihWk,True,True
5rZSTn2S_iU,True,False
BPOH5WLf3yM,True,True
atBMLJdSKBo,True,True
DuXFQ-vDM8I,False,False
WJatCbWR3Bw,False,False
Hfjfj11EMjU,True,False
xAYkKliB3Rw,True,False
bZFLai1PLCM,True,False
xS7CKtHMuC0,False,False
_ExLgWq8760,False,False
aaDcV4gLX40,False,False
jzro6im0S6o,True,False
asUoyZtH8hs,False,False
SYFuA3xnkUE,True,False
jVuCui_QfJ8,False,False
qQy3vTPins0,False,False
PJoRj85m6cs,False,False
gXAlX6MJRT8,True,False
veF9MwRYKfI,False,False
lSe-hiiAdzE,True,False
S9JGmA5_unY,True,False
XA5PuU9nLDs,False,False
voI5ifaWfqU,False,False
lVHEpFSJFvU,False,True
VyERe575_gU,True,True
Jykkevk4PlE,True,False
9LRCNIH5uMc,False,False
p4Melm1gLPo,False,False
PB8ADr_qOzc,True,False
JzulXxVGvDI,False,False
jRsJmkrSPH8,False,False
BS9mctC40OQ,False,False
Q-vUpQt_U3A,False,False
PIjTUCUP5FM,True,False
ne8agDb8640,False,False
MUaTOoVmg1Q,True,False
f_j0fg16288,True,False
Sw5FSlW371A,False,False
NS95O6s1lnI,False,False
H7zCwRLwcig,False,False
j3UiLpymLlE,True,False
T-GG9TO6Ulw,False,False
Q9fQLkPz7rQ,True,False
SHw7_w0-hrw,True,False
0Ic6oQdrMhs,False,False
Qm5BudEMMhQ,False,False
TuQRQZn9M5A,True,False
Lgvi5LBy4pc,False,False
E14E12pAmJA,True,False
9iRhrBvc6Sc,True,False
QiozCJq_qfw,False,False
Qki8mW41xp8,False,False
HzPVRkOJjNg,True,False
JKqtpx_e0A4,True,False
1zwUN5nFJYI,True,False
iQ35RkR5Pak,True,False
OMVHDL0MvZE,False,False
1T7QB43D0Kw,True,False
mB0UydTY7Jc,True,False
y30hqbFiQaM,False,False
NqZLbd8LXQ0,False,False
doX4Sp9Fyxo,True,True
qJRnY9f3qWU,True,True
8OqfqQW1OBY,True,True
Khh4U91Smvo,True,True
8CGxxOcgC8o,True,True
Ohi1pmTEwjY,False,True
IHOjkJdBVdA,True,False
UsE5onvWEyw,True,False
zVgfUQ_6kyU,True,False
ZK0yRQg12VI,False,False
lVSVo0CRBSU,False,False
M12WWnzmRYA,True,False
Xuoox822GcY,True,False
sJZ9ITHyfqc,False,False
M5O8-K_mMz4,False,False
cslXqrcH5qg,True,False
D8z9WxXzxkU,False,False
E-2-YIXsp-E,True,False
yFA6_tZ1ZtE,False,False
-mrReghxcI8,False,False
IuVND1SSwuo,False,False
3b5YXPTCfVc,True,False
rwT83bqv9MM,False,False
IPihD7gi6i0,False,False
cXR2SLwQVeg,True,False
Eco05zYBy4k,False,False
iAOWoECblqc,False,False
9nZ6w9JvQl0,False,False
3AnY0WXnPjk,False,True
k3KABiuRJCo,True,True
0Gm0xQ_GU5E,True,True
qhx0rVsXpgE,True,True
g8R-WBvUWDQ,True,True
3qm4H0TmOPc,True,True
jW43FDH0iiE,True,True
bdRAhw3L6rw,True,True
Xry75qM8kT4,True,False
mB4BOW292Bk,True,False
bezNn2zh1QI,True,False
siNM9GAMK2o,False,False
5rSPYQOj6vQ,False,False
AUBXcZPfFGU,False,False
0t-idU8QAWk,False,False
gwFWuBE5g9g,False,False
sstuVGDjy9A,False,False
EQgPofVwKmg,False,False
toVfvRhWbj8,True,False
t7gvQCsGrMw,False,False
OALASDJOKb8,True,False
wZenR5lIKRQ,False,False
ewNJwt4TRtk,True,False
DdmZn7MV6ME,False,False
s2WODOJGagg,False,False
SOv4LMv1G8E,True,False
6LzNEJ18MuQ,False,False
XcquV4aCuv0,False,False
uNhGjElg-eE,True,False
bv3pTB1V7wE,False,False
gaEU_VXVgak,True,True
-bEsuOnuUiQ,True,True
uZkRbBxHDsw,True,True
LM_3bhlKZzQ,False,True
3LGKyUQgIAU,True,True
Af5zcl_Uq3o,True,False
J-LOKbbBCT8,False,False
n0aWHCX1XqA,False,False
41vJYRVyQlc,False,False
TCM93ozmGNE,False,False
Sul6CQLauRg,False,False
v0KVK-8WGXw,False,False
Xh5Ru5PThu8,True,False
ASPS7Nj1gCw,True,False
NisUdxilEFI,True,False
Ijst4g5KFN0,True,False
Gkpn5XxlDqg,True,False
jc27Unjv_tM,True,False
rlnyjw5LUj0,True,False
g8CNyCBYRck,False,False
h4OnbRPgPv8,True,False
uqaJsmhSd2g,True,False
NhWsh3JRsZQ,True,False
rBPjS18VIXc,True,False
FLmb6pO2meI,True,False
VuxWtA50o80,True,False
Gb0sziQcNZs,True,False
eGe4lxNRG3E,True,False
FIi-hBI5uFE,True,True
3Bj71gEb88g,True,False
GgD9FyE60hs,False,False
W_i4MTyDH30,True,False
1Ib3grmUI_Y,True,False
UhM6OXIGsYc,False,False
Ybkud7gRsuY,True,False
76_ofPCIcto,False,False
55xelELatK0,True,True
VH3l-WF4QIk,False,False
lmUAvg9UxKs,True,False
uDEqWA6LvXs,True,False
AGXd58e64Nk,False,False
UTq6KMyiviU,True,False
lT_dM370QSY,True,False
HXiw-o9jfQA,False,False
x2fNomTSj7Y,False,False
Txlk7PiHaGk,False,False
hU5L6VnXaac,False,False
WRsbQFiknA8,False,False
ssYn96zjShI,False,False
UEh-jyocqW4,True,False
LNDO8tIMwh0,True,False
_HXQtrgz4Yo,True,False
px2yJxB5DcI,True,False
7tXa3YW9cFA,True,False
YJ9Q9CGzoDE,True,False
o1MFTqOndVw,True,False
xvI7wj76k08,True,False
VrTul7PB7ss,True,False
SRt9fxuxNOY,True,False
--L98zA06R8,True,False
UtQJm7A_Ito,True,False
XKEIY67jn0Q,True,True
wPllXXU-zpg,False,True
42xOOKAn5mU,True,True
uiBtMpOWe6Q,True,True
naWZAQeiLGQ,True,True
AwMN0CljyP8,True,False
qiapKQaB-S8,True,False
AG4oWTI2Z6g,True,False
jgyx1m_yTzI,False,False
dWmNbOhOMsQ,True,False
402xUf9jNlo,True,False
Raw0TSAFW6M,False,False
xcQvEBMYVPc,True,False
ksZbjpqApuw,True,False
LUWOTztOK00,False,False
e4ONJoZH8bQ,False,False
oDXTR-Z6oDE,False,False
7NTr4jy3dIo,True,False
W0W4KrjUxUA,False,False
CCrL9DbABt8,True,False
mdXRUTLDzn0,False,False
-_7SObZ6gDA,True,False
mctn16hLzhg,False,False
gFTNagGYppQ,False,False
ANou2uf9XCM,True,False
60aYEMKdX9Y,True,False
UfzMuQfZOaM,False,False
8pPJ_n3KRM0,True,False
dC5JNn3eIQ0,True,False
Gg1oi0NBWlM,True,False
-7grEIi3V2Q,False,False
C6ZgFTwfFyo,True,False
am5fU6yl4ps,True,False
HOglOnne3As,True,False
Rh7bUbpEJFg,False,False
D20h1-oCLOU,False,False
uHHOxii9dfU,False,False
p7GqkPXHTsU,False,False
eM9TMtdiNWU,False,False
vX9msKu75qs,False,False
pLpOJLRNtlI,True,False
iVGaGbUlKoc,True,False
15P-iQxhrrU,False,False
4OSn0A5ZU9g,True,False
DnOwU-g1DzA,True,False
mTThPTQmzXE,False,False
8Q7JDYg-LI0,False,False
kqyUf19c_7Y,False,False
Vd9QkWsd5p4,False,False
exLrYEeaqY8,False,False
jVp0sNgejro,True,False
7odtPCZY6Kc,False,False
-bJmzGVg9pM,True,False
gY2zokrbDoI,False,False
E-6bbWoNm84,True,False
GKmsuJRxgno,True,False
Hk2aZMjmD-c,True,False
vkei8ajOYZc,True,False
iJ-A7QzbVXc,True,False
DLL3pHr40QU,False,False
fRZsEvhSUHI,True,False
9hPxn8fOcZ4,True,False
jiW4wMYmIak,False,False
xWw78PG30OU,True,False
0t1uypiQXOU,True,False
4dJ1N5CXlIE,False,True
NikZOvA_9Xc,True,False
y3j-hP_ZYfY,True,True
P75SvA344QI,True,False
i2KlwK5x4QQ,True,False
3uWE5A1i9ks,True,True
1vhtn9bl3Ss,True,False
IkeMMUXs7KA,True,True
wnzhMqp199U,False,False
rk4W9tTm_aM,True,False
fSehmbOqEvM,False,False
5a_skWPc2go,True,False
6G8rdvSH6jY,True,False
CL03pYBsqSU,True,False
qx8wqbxkl78,True,False
JbXF8-JqgP8,True,False
DObw_3vW8z8,True,False
FQscOJXbn8w,True,False
H94tl18A-d0,True,False
_SnqthijrCA,True,False
OcmRDB9Fv60,True,False
ZlCTPPwDwlg,False,False
_bFDGxBTO_U,True,False
S4wtHUz-xNI,True,False
9lxPiFlGvhg,True,False
awqLcSWHWms,True,False
xwN_eCPxCVQ,False,False
0X2RCE2sYcs,True,False
-j2LSjtxkm4,True,False
x8ks8OKsciU,True,True
9exPsE4t-Lg,True,False
0iLJb_9heVc,False,False
xQyEisvoITk,True,False
7Gr9nIr3ORc,False,False
05BLArOG8bA,False,False
qsl8R70QoRs,False,False
ZIGLzIcSvNw,True,False
4KJwpZc6c7o,False,False
mUOjhu2ohQE,False,False
NJgcgYTPZ1g,False,False
e3nite9tKQs,True,False
qu0B_Ljr1g0,True,False
Enq2Q8KZTpg,True,False
pn_rGligNr0,False,False
wRAJATZVZO0,True,False
sd9x2I0AhAs,False,False
RvbvyfXFH_o,False,False
XkgDSAsvRJQ,False,False
xBeZhH_rcjI,True,False
rX3Vz7jVCjk,False,False
HjVbWuWMfpo,False,False
vNTJJ_yl3h8,True,True
ugivyFxIlko,True,True
gnGuBP6LoAk,True,True
JeVxMZjigpc,False,False
DWJvMKd3RP4,True,False
V4H5PFGr03Q,True,False
lCq9OjeVSrY,True,False
JZPXR6m5BPE,False,False
YBajh7gSAlE,True,False
Xk67_TW_k4k,True,False
zKO8ktG3048,True,False
YZ4XqdfhBkM,False,False
jPQI8cNYNAU,False,False
L9bkiAADDIY,True,False
9PpqDGv4lT0,True,False
dGZIwr7CsV8,True,False
7YE4awETgSE,False,False
fnleqKwfN6g,False,False
S1QB7O-kvPw,True,False
pWIUpCOZ66E,False,False
4Dm3iuZuLb4,False,False
Hub79dmZmug,False,False
8ipbkwzyO_8,True,False
Mu0TLus9w9E,False,False
yl3-q31C4UQ,True,False
0fmvAoytv-0,False,False
i66qyQ5mk48,False,False
G6z7wPCGn1k,True,True
rQV7oU_w_W8,True,True
_XweIf27xFo,True,True
0NPAcvxKezw,True,True
KMc0kZqLpac,True,True
_vsAjUSYdQo,True,True
6ZSLqYtthmo,False,True
gZENTRMjObw,True,True
OLILOpSKBhA,True,True
Y7bDh-rsEIQ,True,True
PUarjy8jUpQ,True,True
3QQj0P0TWEE,True,False
rbDqk0f1hWA,True,True
ICexLKb0tho,True,True
pLPAV2N8su4,True,True
9rVO7rBwSAk,False,False
Lnb3U1thtw8,False,False
3iFq9lMmSgU,False,False
gNUH3YJOxIQ,False,False
FJfU_h3cO3Q,False,False
ofJRlNKrYYM,False,False
kSSLyTgtkak,False,False
vKid_CWve9w,False,False
g2FsQHyq20Y,True,False
wTa6HEo2_K8,True,False
o2ApewuoctE,False,False
k0R-vyzYZBk,False,False
sK-vcFonkYA,False,False
J46RJQs4dqQ,False,False
O0fXSJcrs0U,True,False
GXDJMvTbu34,True,False
iSrsHDQASVs,True,False
ZsjMBMv0w0g,True,False
pFrPbV0jd30,False,False
3XWoMh5KhaY,True,False
94E7pr4oF88,False,False
o4sidcq__gU,True,False
A3QPEAvEDxc,False,False
KR0W0RDMA_c,True,False
V5xaaKIIqOc,False,False
6t3VuB08mdY,True,False
3QGCvN5WIAY,True,False
Zh3IfvwDkOI,False,False
ViRavRq2vVU,True,True
ZGmcsy7eAio,False,True
zNarQWJ6308,False,True
8ppbxidkAug,False,True
2qTr7IjelIk,True,True
U2Q-9v6YKR4,True,False
3QGBgxdRs_A,True,False
RnmGdAUu2Wo,False,False
QtVyxGW7Qzs,False,False
QC58Or9_wjs,True,False
voFCstBrI5s,False,False
Hx32ctvxrY8,False,False
Ebf0IqwE_2c,False,False
hiwAK6Bu4OI,True,False
6yUdHHwk-TU,False,False
AKrss1mXEKg,False,False
-vzPJzQnwhQ,False,False
YpqkbYTtQWs,False,False
NYZ2EtubcTE,False,False
kJBsD3TfQK8,False,False
Spdv3Mjrm98,False,False
TOVOblnErbc,True,False
1kLgp2OO75A,False,False
KMtrY6lbjcY,True,False
tuL_lYSFGcM,False,True
MSpm2yoTYSY,True,True
VLFV5Rg4BOo,False,True
c12OBdc_uk0,True,True
Xn1cI8FNU6M,True,True
598ul6WCgFE,True,True
B-dxA4Y0oJk,False,True
qa67NGT4_KE,True,False
jlEp8ZMpe8o,True,False
U5luIJph9Uc,False,False
qRGYusFvD54,True,False
sKlcSoN5oKs,False,False
lWFFCusRp7g,True,False
VEMHU3gz7lw,True,False
lB6wwdt4_m0,False,False
YW9Wj6K8k_w,True,False
QBgrnstHgVc,False,False
mhuiJi2mbi8,False,False
rnjUUcAnCEY,False,False
eu0ELvi4whk,False,False
mxsZXg5Q_XI,True,False
GZLtPjF4tEo,True,False
GKaDcigq8q4,True,False
IHSMxmEPH9o,False,False
8izarrFWe8g,False,False
9nE47drVQUI,False,False
fbUoQOiHezI,False,False
v055FnRC9fs,True,False
tfXbFOuooA4,True,False
Pu5grlMJlH4,False,False
iO_-fzgY7a8,False,False
21-atI6Oy4w,False,True
mtxRjxLWLuY,True,True
FrSlgP1lhZQ,True,True
xBI3cxsjfOU,True,False
6adP5DTy-7E,False,False
2fO8rxuLmIA,True,False
GBtlVQc-uz0,True,False
kSW1PlfO33Q,False,False
1gOSQ1d3wCk,False,False
XcWXp7ys3ho,False,False
cEJ0iYEqORE,True,False
wxIbl9-HgnU,False,False
iizv-e4TSIM,True,False
1AcHC5_EjCg,False,False
lzetLUHPaak,False,False
H-7W8I5_x_s,False,False
y5e_UwPQ9qs,False,False
ZnxbbSoKuXU,True,False
bb2Weu2NCWY,False,False
rkju_rpyfd0,False,False
Fawcboio6g4,True,False
fU_pilTk624,True,False
U__v7XnAPj4,False,False
qevS2ughoaU,False,False
pvIE3Ht48PA,True,False
wqUGLmr3k0w,True,True
ThrK0Re1lJs,False,False
G-BK6bP36T4,True,True
0-428VlZYbI,True,True
FfzXIhhGfqs,True,True
avVZzBeolBA,True,True
nOMby9dcB0M,True,False
QdiiaL2DdSs,True,True
IxkxPgWZP3w,True,True
m2THe_10dYs,True,False
o4InaoGfUCc,True,False
FAo-7wrbTB0,False,False
WwXLhjvlHxc,False,False
m5uvzutRUro,True,False
-6pJde20suA,False,False
vtV9SWImSaI,True,False
ozUJ0HJ2OXc,False,False
xMkK1B2UdMo,False,False
kFU79HMZt5k,False,False
FMM4VvRm-Yk,True,False
zmxzT15h6ck,False,False
PD-jbpDqZz0,False,False
L0eeDEjH6_Y,False,False
N3yGTeJruNs,False,False
LD2nn2uvdtc,False,False
qB9HEXoMkQA,True,False
euN6rFGUubg,False,False
iIiVE14O0xo,True,True
Nbkv1GGGmCI,True,True
FMGjDaJITQA,False,True
b0TGxa85PfA,True,True
rHdJkokhw9I,True,True
6wCdrPnEfOc,True,True
KulCHJ0_XLo,True,True
qRBJnXemmIk,False,False
oOW7sjgPtpE,True,False
o3seTiMl8uE,False,False
zhqL66eUp-8,False,False
kmp4EI3WTMM,False,False
3gVsZmUlvqE,False,False
xmEV3f2LWpk,False,False
B0R1VvpPrZs,False,False
wBjDafmCd_c,True,False
qEEAeZLODw4,False,False
sREnlG5WxOo,False,False
GOwLW6U2mmw,False,False
gG_JFfHLcPU,False,False
Kq3K7VGrN-Y,False,False
FzgjZZKOcvI,True,False
b5JzaHUL490,False,False
7zWYiV3yBfg,True,False
R1TGPCi9rqo,False,False
ngNRcGuk2cY,True,True
hBPd2q2dmXY,True,False
VKXyTZt7XgE,True,False
87ppvi3iy4E,True,False
TLk4-XuQCe0,False,False
Tr9umrI0Otc,True,True
FPARJ3pHJMo,True,False
cYHQJ3t9ks8,False,False
kb00mEHbLJM,True,False
_HQYn-hqMr4,False,False
9XpnVQceksQ,False,False
D_Tg9IwXVdo,False,False
70iHXvnUtUo,False,False
i_7XUd-x0Dw,True,False
htYU96jbzgA,False,False
LREBFMFyu4w,True,False
slHuw0yEGjI,False,False
1a0ehpzuZwQ,False,False
WwR0NyR8yrA,False,False
xFAUwEkH3lc,False,False
XztY5dED1-s,False,False
SqoRZEhu5lY,False,False
I8azKMb8r9Q,False,False
49EWwUZCguw,True,False
vXMvbVkoaZw,False,False
bNf4WnVQwEI,False,False
n1gSJZO5ypA,True,True
FHQCpoKIq5g,False,True
OYapjEY4uTg,True,True
51d5BXqBisY,True,False
8H_rzdSs0ok,True,True
0ZhRs5UJb1w,True,False
o8P0RTPZBes,True,False
WVa5nOKQqeg,False,False
U6iWxBveejw,False,False
R9jiolxgQFo,False,False
q0sp5-GMzlI,False,False
1Me2IBbrZLA,False,False
A4MYpqaUsc0,False,False
ZlaiHIbn3LA,True,False
rC_DMNOuQSU,False,False
Ji4Tbjg0KXE,False,False
JEkoO7zMhmw,False,False
CTwPlsX7J6w,False,False
sayzIk-G_l0,True,False
RzCajQ6EVcg,True,False
SahwGAfxqa4,True,False
Bo5wLDFmf0c,True,False
3ogB_jaW4FI,False,False
7KU2zVb93_Y,True,False
CNsFMusU9Dc,True,True
_nlQB7H15Ac,False,True
TPDdX3z5KeE,True,True
c1Z_UFBOAAY,True,True
KkVtqhym3aw,True,True
OLNnuX2mfnc,True,True
HcNGll7nlrU,True,True
WsUvS5Wids0,True,False
HKcua3ZL3PQ,True,False
jl1zyCzQ_BQ,True,False
mHq89x2z2Lc,False,False
oPBHGEyMBPQ,True,False
-j9o8sxTnbs,True,False
YRka3JmRSlY,False,False
dLRLYPiaAoA,True,False
3uMsNaD6P7U,False,False
NAh9oLs67Cw,False,False
vYErUS2uMcY,False,False
IEprri-vjAQ,False,False
2mB-aM2bIBk,False,False
ILJSNJdnxh0,False,False
f5I79eakR8E,False,False
Axl3-ggbydE,False,False
xYpfCrJPry4,True,False
S06SeSQXbIU,True,False
oq5srGc_tN4,True,False
s7P3RO1MHMA,True,False
iMhHCxwJ9Tk,True,False
FXXOWER6ugk,True,False
1YL2ByGFFwk,True,False
vhaHktugSJU,False,False
FyCHApY57S4,True,False
soKQRYxYHXY,True,False
Wr8qtDqmCY4,False,False
Ai1VkYmWPXw,True,False
a-MJLrVnYrg,False,True
XgFjpIOU4Xo,True,True
fWGHwVqTQdY,True,True
QD6DaAxTTGc,False,True
rLQU8GAAaVg,False,False
e5lahqAPUEs,True,False
WsMg7BTe0vE,False,False
h0dVha1ArmA,True,False
bNURV8PlzGc,False,True
bnYJI4QTpXs,True,False
-L0aNn3GVuM,True,False
dwqEMAS9FJQ,True,False
6zkWxHK52xE,True,False
Le8BNAEtQRA,False,False
4O6rdhIey2A,True,False
Pm5qHOE6K_w,False,False
z-usqZKMKoE,True,False
LhUSEkwbTIs,True,False
vUYGAO_1o48,False,False
aZURc8UD7MI,True,False
srIqEi6CJJU,True,False
7n_PZ3XDclI,True,False
9flbelA0zwc,True,False
ECPiso7w_j4,True,True
BhsOEOlzgyQ,True,False
ZV0fHbhCgLU,True,True
O9BrtfzP8Is,True,False
j5cE7h51nLQ,True,False
Nabck0EBAz0,True,False
HUT6bCojaSQ,False,False
zyxEAdWJXDw,False,False
0BFx3TNv6Vw,True,False
F0lfjBqU520,False,False
HY56TJa9rEs,False,False
exIFzG2bnIo,True,False
f-hd9JNxX1k,True,False
4wqzuzDUjwE,False,False
Ov0HwefzHww,True,False
yQxM3MISmA4,True,False
PCLeWD7HcnE,True,False
ALuaUc_OxRs,False,False
rdBK__NW50o,True,False
WSq-7tRMAoU,True,False
x1l9cNAiKpA,True,False
uAoNibTqibs,True,False
9ov9sACFUQU,False,False
zezsOcw-xXg,True,False
dgIe02TYZXo,False,False
uyp7UvBPsjc,False,False
XtKXI94aBNs,False,False
g0O91cmn_sA,True,False
NanV8JAHfKU,True,False
_0mV1v_KDBI,True,False
Q_aYPjLSCgk,True,False
jLPEQJtH6EQ,True,False
BG4TD7y2hwQ,True,True
AR6IuCsLSIw,False,False
1cl8IOMt594,False,False
wukjiNRijIQ,False,False
RABq7LxrfEw,False,True
MRVm7_o6nZ4,False,False
DTJkd_DOAoc,False,False
pelozjme_qU,False,False
exBufe79ML0,False,False
SZ8ZGaZ8sic,False,False
7Xfwu8NH1iI,False,False
yswIo8LVmKo,True,False
iMgrXxdTVg4,True,False
egD62D4oet8,True,False
ukTaodQfYRQ,True,False
-BIZa5mmZhY,False,False
zvDt7kJz6qo,True,False
m-ZePrgir4Q,True,False
ptIsemdDyLs,True,False
9gdXKVbfKsY,True,False
pEkGioBzR0s,True,False
aqdQ6_MAH2A,True,False
5EOOqEsEJB4,False,False
K1dCK4nW4H0,True,False
ajJFvFKfyjY,True,False
DohnxwCGxrs,True,False
gvGLaxO8TLI,True,False
A-U0Q6NZy4s,True,False
AYbMGvn3gKQ,True,False
FvY99sR5NFM,True,False
NbvFM-XBaIs,True,False
2tzSOXLu5vI,False,True
N7QQgVzsntw,True,True
dkYMlcXX1_Q,True,False
mTYRefx3l54,True,False
7rvOrKoJNTE,True,False
kddiHfxGMCE,True,False
onaLOF5B6lI,True,False
qTQ9B082x4U,False,False
lKnCpxSjUMA,True,False
QcXs5JG8jOc,True,False
k5CBZT11cW0,True,False
XRKBboFM1hs,True,False
IVwPwRwaZM0,True,False
eYbeiVJH_Kk,False,False
_iyGTF7DW6U,True,False
Y2ayjlvEP-s,True,False
AQC2WsvHdqw,True,False
2zzK_UjEQDE,False,False
HtBqK6xsQ9k,False,False
1wOKDmhQ-cM,True,False
RgAcOqVRfYA,False,False
7hiLwAdAo6E,True,False
h3PRNjbmulU,True,False
65G7TkAjNRM,True,True
WHVHgMyyCoQ,True,False
ixwb9z-ux8s,True,True
Z0C912-pXcI,True,True
JGE8PXACYn0,False,False
qYhFnUGsBzg,True,False
oM7RXkP8ABw,True,False
G77OHTl_c_0,False,False
MZTuer1ZHtA,False,False
o9PEFe9lMg0,False,False
0D3-6LszPeQ,False,False
CjyQYCyaPVw,False,False
Pr-U0vPv9MQ,True,False
3tmhEFSfyKM,True,False
O7CB25UqFPc,False,False
djmFF3Oqf2Y,False,False
THn7WJNp8uw,True,False
7yP3srFvhKs,True,False
S9-u7AyzATA,True,False
F-mgPdpbEF4,True,False
X8nsNS5EmDY,False,False
-fbGFBbjOIs,False,False
BAZ1ck440as,True,False
_FM914p05Qc,True,True
Dwq4BJMvdXs,True,True
WiaIUJ3E8DQ,False,True
-7AkwGAWEAI,False,False
fJ8nFGy99-4,True,False
